Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
mind.slave_soldiers_3,,Слабый надзор,Weak supervision,Weak supervision,Slabý dozor,Supervisão fraca,Supervisión laxa,Słaby nadzór,松懈的监管,監控鬆散,緩い監視,허술한 감시,Geringe Überwachung,Supervision faible,Supervisione debole,Zayıf teftiş,Gyenge felügyelet,Слабкий нагляд,Giám sát lỏng lẻo
mind.slave_soldiers_4,,Немного воинов в городе,Few warriors in the city,Few warriors in the city,Málo válečníků ve městě,Poucos guerreiros na cidade,Pocos guerreros en la ciudad,Mało wojowników w mieście,城市里有少量战士,城裡戰士稀少,街には戦士がほとんどいない,도시 내에 전사 거의 없음,Wenige Krieger in der Stadt,Peu de soldats dans la cité,Pochi guerrieri in città,Şehirde çok az savaşçı var,Kevés a harcos a városban,У місті мало воїнів,Ít chiến binh trong thành phố
mind.slave_soldiers_5,,Превосходство в численности,Numerical superiority,Numerical superiority,Početní převaha,Superioridade numérica,Superioridad numérica,Przewaga liczebna,数量优势,人數優勢,数の優位,수적 우세,Numerische Überlegenheit,Supériorité numérique,Superiorità numerica,Sayıca üstünlük,Számbeli fölény,Чисельна перевага,Ưu thế về số lượng
mind.cholera,,Оспа,Smallpox,Smallpox,Neštovice,Varíola,Viruela,Ospa,天花,天花,天然痘,천연두,Pocken,Variole,Vaiolo,Çiçek hastalığı,Himlő,Віспа,Bệnh đậu mùa
mind.retreat_from_battle,,Отступили из боя,Retreated from the battle,Retreated from the battle,Ústup z bitvy,Retirou-se da batalha,Se ha retirado de la batalla,Wycofano się z bitwy,从战斗中撤退,從戰鬥中撤離,戦闘から撤退した,전투에서 후퇴함,Aus der Schlacht zurückgezogen,A fui la bataille,Ritirata dalla battaglia,Savaştan çekildi,Meghátráltunk a csatában,Відступ від бою,Rút lui khỏi trận chiến
mind.king_apostate,,Король отступник,King apostate,King apostate,Odpadlý král,Apóstata do rei,Monarca apóstata,Król apostata,叛教者,叛教,背教者,변절자,Apostat,A quitté sa religion,Apostasia,Dönek,Hitehagyott uralkodó,Монарх-відступник,Nhà vua bỏ đạo
mind.we_cursed,,Нас всех ждет смерть!,Death awaits us all!,Death awaits us all!,Všechny nás čeká smrt!,A morte espera a todos nós!,¡Nos espera la muerte a todos!,Wszystkich nas czeka śmierć!,任谁都难逃一死！,我們必死無疑！,死が全員に待ち受けている！,죽음이 우리 모두를 집어삼킬 거야!,Der Tod ereilt uns alle!,La mort va s'abattre sur nous !,La morte ci attende!,Hepimiz öleceğiz!,A halál vár mindannyiunkra!,Смерть чекає на кожного з нас!,Cái chết đang chờ đợi chúng ta tất cả!
mind.fear_of_church,,Страх церкви,Fear of church,Fear of church,Strach z církve,Medo da Igreja,Miedo a la Iglesia,Strach przed Kościołem,害怕死亡,畏懼死亡,死の恐怖,죽음에 대한 공포,Angst vor dem Tod,Peur de la mort,Paura della morte,Ölüm korkusu,Félelem az egyháztól,Страх церкви,Sợ giáo hội
mind.king_is_prophet,,Король - истинный пророк,The king is the true prophet!,The king is the true prophet!,Král je skutečný prorok!,O rei é o verdadeiro profeta!,¡El monarca es el verdadero profeta!,Król jest prorokiem!,君王是真正的先知！,吾王乃是真正先知！,王こそ真の預言者だ！,우리의 왕은 진정한 선지자야!,Der König ist der wahre Prophet!,Le monarque est le véritable prophète !,Il monarca è il vero profeta!,Hükümdarımız tek gerçek peygamberdir!,Az uralkodó az igazi próféta!,Монарх – справжній пророк!,Nhà vua là tiên tri thật sự!
mind.good_events,,Хорошие события,Good events,Good events,Dobré události,Bons eventos,Sucesos buenos,Dobre wydarzenia,无事件,無事件,イベントなし,사건 없음,Keine Ereignisse,Aucun événement,Nessun evento,Olay yok,Jó események,Позитивні події,Sự kiện tốt
mind.bad_events,,Плохие события,Bad events,Bad events,Špatné události,Maus eventos,Sucesos malos,Złe wydarzenia,无事件,無事件,イベントなし,사건 없음,Keine Ereignisse,Aucun événement,Nessun evento,Olay yok,Rossz események,Негативні події,Sự kiện xấu
mind.lord_terrored,,Правосудие для всех!,Justice for all!,Justice for all!,Spravedlnost pro všechny!,Justiça para todos!,¡Justicia para todos!,Równość wobec prawa!,伸张正义！,正義無偏私！,すべての国民に正義を！,모두를 위한 정의!,Gerechtigkeit für alle!,Justice pour tout le monde !,Giustizia per tutti!,Herkes için adalet!,Igazságot mindenkinek!,Справедливість для всіх!,Công lý cho tất cả!
mind.survived_the_fire,,Пережил пожар,Survived the fire,Survived the fire,Přežití požáru,Sobreviveu a um incêndio,Ha sobrevivido al incendio,Udało się przetrwać pożar,烈火烧不尽,經歷火災,火災から生還,화재에서 생존함,Hat den Brand überlebt,A survécu à un incendie,Ha affrontato l'incendio rimanendo indenne,Yangından Sağ Çıktı,Túlélte a tüzet,Пережив пожежу,Sinh tồn sau trận hỏa hoạn
